genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,combined_text
Alternative,The Fratellis,Henrietta,4kiMvD7yPec5viFrCQDiYK,45,0.023,0.609,211627,0.951,0.0,F#,0.136,-3.267,Minor,0.0918,122.455,4/4,0.872,"artist: the fratellis, track: henrietta, genre: alternative"
Alternative,Queens of the Stone Age,Make It Wit Chu,0Cgd3CK6D2hhbwmLRvtscH,54,0.425,0.705,290493,0.811,6.15e-05,A,0.126,-5.201,Major,0.0285,91.974,4/4,0.519,"artist: queens of the stone age, track: make it wit chu, genre: alternative"
Pop,Preme,Jackie Chan,6Tb8Fse6LfJ0CRZVlNjHF5,66,0.538,0.749,223173,0.641,0.0,F#,0.0775,-5.268,Major,0.0444,140.08,4/4,0.409,"artist: preme, track: jackie chan, genre: pop"
Alternative,Jonny Diaz,More Beautiful You,0BD6kjnLp2CGYAY3Vb6bUY,39,0.0245,0.457,231000,0.635,0.0,A#,0.113,-5.922,Major,0.0332,155.843,4/4,0.458,"artist: jonny diaz, track: more beautiful you, genre: alternative"
Alternative,Foreign Air,Free Animal,5l8oNQsDDPNFUIV5M4lzRJ,61,0.0856,0.579,180400,0.584,0.0,F,0.0958,-7.151,Minor,0.0438,80.001,4/4,0.393,"artist: foreign air, track: free animal, genre: alternative"
Soul,Major Lance,Please Don't Say No More,1q6a6Ok2UGwYXrvjphsl7Y,39,0.781,0.699,137493,0.52,0.00045,C,0.106,-9.17,Minor,0.0301,105.83,4/4,0.835,"artist: major lance, track: please dont say no more, genre: soul"
Soundtrack,James Newton Howard,Newt and Jacob Pack for Paris,2ZJm3UrqNo06n9MehEECxz,40,0.951,0.399,147827,0.133,0.894,E,0.194,-21.799,Minor,0.0346,90.083,4/4,0.199,"artist: james newton howard, track: newt and jacob pack for paris, genre: soundtrack"
Pop,Chris Brown,Drunk Texting,5uLb01OcHVl8ayyWotfx31,61,0.2,0.403,227507,0.487,0.0,C,0.264,-5.601,Minor,0.0941,61.314,4/4,0.375,"artist: chris brown, track: drunk texting, genre: pop"
Reggaeton,Josimar y Su Yambú,TRIBUTO CHACALON,6m6Mv1d7My1QqJpkqdgJxK,42,0.114,0.511,873378,0.816,9.93e-05,A#,0.966,-6.358,Minor,0.048,96.705,4/4,0.531,"artist: josimar y su yamb, track: tributo chacalon, genre: reggaeton"
Ska,The Slackers,Feed My Girl,7hUFULj3OriWP8iUTKnleb,21,0.187,0.767,219333,0.592,0.00418,G,0.105,-5.549,Major,0.0844,134.899,4/4,0.669,"artist: the slackers, track: feed my girl, genre: ska"
R&B,Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,76,0.00906,0.775,207719,0.68,0.0,C,0.109,-5.508,Minor,0.0629,114.025,4/4,0.656,"artist: jason derulo, track: want to want me, genre: rb"
Dance,Melanie Martinez,Crazy - The Voice Performance,0tEqHOcQZm1m8prqqXYFSi,50,0.615,0.606,212293,0.569,0.0,G#,0.102,-5.605,Major,0.0268,101.966,4/4,0.121,"artist: melanie martinez, track: crazy  the voice performance, genre: dance"
Soundtrack,Immediate,Contorto,7z1nQ1kdoHWldX6dPTbImt,3,0.402,0.194,145178,0.247,0.858,A,0.0999,-11.423,Minor,0.0333,84.335,4/4,0.0388,"artist: immediate, track: contorto, genre: soundtrack"
Classical,Philip Glass,Études: No. 2 - Reworked By Christian Badzura,0g7rlV9VpyNf7fxeXjGtN4,31,0.986,0.169,362560,0.0322,0.953,C,0.0692,-25.538,Major,0.0396,71.969,4/4,0.0345,"artist: philip glass, track: tudes: no 2  reworked by christian badzura, genre: classical"
Blues,Allen Toussaint,Hands Christianderson,7FDAR8YdrxiC1W8mhsLUKi,28,0.000334,0.643,166348,0.434,0.889,G#,0.0507,-13.794,Major,0.136,164.317,4/4,0.904,"artist: allen toussaint, track: hands christianderson, genre: blues"
Folk,John Hiatt,Crossing Muddy Waters,3qqgZJRKoi4oRva6eCrCC4,45,0.595,0.628,245055,0.488,0.04,A,0.332,-9.926,Major,0.0325,100.586,4/4,0.491,"artist: john hiatt, track: crossing muddy waters, genre: folk"
Anime,Kenshi Yonezu,Haiirotoao,31wFi94buu7x6KeWFobOaW,49,0.345,0.523,332187,0.597,0.0,E,0.103,-4.883,Major,0.0295,80.952,4/4,0.387,"artist: kenshi yonezu, track: haiirotoao, genre: anime"
Reggae,Iya Terra,Gypsy Girl (feat. E.N Young),43EjaqGOqxK31OekckLhdE,42,0.192,0.774,260885,0.695,0.0,G,0.131,-5.216,Minor,0.0354,129.962,4/4,0.832,"artist: iya terra, track: gypsy girl feat en young, genre: reggae"
Reggaeton,Kobi Cantillo,Perfecta,7g5DQLPkOYdch16quoI7iz,62,0.159,0.793,217600,0.67,0.0,G,0.368,-9.304,Major,0.127,149.919,4/4,0.868,"artist: kobi cantillo, track: perfecta, genre: reggaeton"
Country,Thompson Square,Breakers,0rz23EjfuvpmkKL4EKyyy9,42,0.499,0.515,236573,0.471,4.35e-06,C,0.0662,-8.383,Major,0.0471,84.643,4/4,0.151,"artist: thompson square, track: breakers, genre: country"
Reggae,Steel Pulse,Harassment,6iR3ViTYbuGkjYuKB3odsv,28,0.0028,0.847,260494,0.779,0.0558,D#,0.289,-7.923,Major,0.0376,134.296,4/4,0.972,"artist: steel pulse, track: harassment, genre: reggae"
Country,Waylon Jennings,I Ain't Living Long Like This,0NBKvnJAAG865ENj9bOhvD,48,0.178,0.622,286120,0.749,0.603,A,0.111,-10.201,Major,0.0301,145.018,4/4,0.78,"artist: waylon jennings, track: i aint living long like this, genre: country"
Rap,Adam Calhoun,Racism,09yioKGQN0AtjRgTNQUjFw,55,0.441,0.748,152037,0.707,0.0,D,0.0555,-6.96,Major,0.307,84.915,4/4,0.273,"artist: adam calhoun, track: racism, genre: rap"
Reggae,Sticky Fingers,Gold Snafu,6jj5kO7tFT3ir8WbbVO0iU,64,0.00458,0.66,218903,0.849,0.00011,C,0.0877,-5.97,Major,0.0293,102.005,4/4,0.836,"artist: sticky fingers, track: gold snafu, genre: reggae"
Children’s Music,Kid Rock,Devil Without a Cause,0p7H3kcuqKSzrJhEEAQZKc,49,0.0463,0.671,332640,0.933,0.0,C#,0.123,-4.21,Minor,0.215,92.329,4/4,0.455,"artist: kid rock, track: devil without a cause, genre: childrens music"
Comedy,Benny Hill,Ernie (The Fastest Milkman In the West),6Z5LVruDKWT9CHFvwq57Qg,19,0.566,0.532,232747,0.73,0.0,G,0.273,-9.008,Major,0.293,128.639,4/4,0.609,"artist: benny hill, track: ernie the fastest milkman in the west, genre: comedy"
Dance,One Direction,Love You Goodbye,1ZWLWVqeEMWMKTlteS0yLH,68,0.0928,0.546,196933,0.657,0.0,C#,0.119,-4.787,Major,0.0332,133.188,4/4,0.361,"artist: one direction, track: love you goodbye, genre: dance"
Ska,Strung Out,Cult of the Subterranean,1ARqeFdUCvhPHu0ia24wvE,22,0.000152,0.48,179160,0.991,0.0,A,0.322,-3.838,Minor,0.069,109.742,4/4,0.416,"artist: strung out, track: cult of the subterranean, genre: ska"
Alternative,Masego,Disconnected (Shorty from VA),3hh7o609txYZUs8K6Kpeca,43,0.367,0.555,271167,0.784,6.2e-06,A#,0.0841,-1.692,Minor,0.456,92.018,4/4,0.514,"artist: masego, track: disconnected shorty from va, genre: alternative"
Movie,Chorus,Sat Suhagana,3Oz5W0uNtUDrgnODXU0PQX,0,0.347,0.673,355973,0.59,0.000594,D,0.0498,-10.32,Major,0.0807,173.895,4/4,0.889,"artist: chorus, track: sat suhagana, genre: movie"
Folk,Band of Horses,Slow Cruel Hands Of Time,3cW5ZF0ANUFuH661wAGUuw,44,0.391,0.445,230307,0.393,2.96e-06,A,0.099,-14.672,Major,0.0323,115.277,4/4,0.197,"artist: band of horses, track: slow cruel hands of time, genre: folk"
Opera,Alban Berg,Lulu Suite: V. Adagio,5aswl50libdWwEMXfukIcq,17,0.955,0.0919,625600,0.0997,0.888,C#,0.131,-21.778,Major,0.0371,78.271,4/4,0.0333,"artist: alban berg, track: lulu suite: v adagio, genre: opera"
Blues,"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,0SVoYMEKJcY56RbGrU5Of5,27,0.993,0.621,190041,0.118,0.000878,D,0.12,-14.222,Major,0.0393,93.082,4/4,0.474,"artist: arthur big boy crudup, track: my mama dont allow me, genre: blues"
Rock,Sheryl Crow,All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,66,0.113,0.836,272107,0.533,0.0105,A,0.296,-11.263,Major,0.0332,120.08,4/4,0.957,"artist: sheryl crow, track: all i wanna do, genre: rock"
World,Loreena McKennitt,Spanish Guitars And Night Plazas,40jY4X77xwW1Cv1riZsasU,31,0.699,0.341,401600,0.529,0.0048,C,0.107,-8.009,Minor,0.0348,139.916,3/4,0.265,"artist: loreena mckennitt, track: spanish guitars and night plazas, genre: world"
Pop,Hayden James,NUMB,4bJzIbze97tZwCxxMw4hx9,62,0.192,0.595,217296,0.569,0.0,A#,0.0937,-7.093,Minor,0.0508,147.981,4/4,0.41,"artist: hayden james, track: numb, genre: pop"
Rap,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),2RPbEp0DyBVlkRvvYKopO7,69,0.151,0.706,330783,0.688,0.0,C#,0.466,-6.357,Major,0.269,125.966,4/4,0.313,"artist: isaiah rashad, track: wats wrong feat zacari  kendrick lamar, genre: rap"
Country,William Clark Green,Hanging Around,0CXAsPCoY4jEgFh6d5LlTN,37,0.072,0.669,191280,0.65,0.0,F#,0.118,-4.655,Major,0.0311,120.02,4/4,0.71,"artist: william clark green, track: hanging around, genre: country"
R&B,Kiefer,Most Beautiful Grl,7spm5gEtcJmj0hTdi0gp1q,43,0.501,0.615,200488,0.529,0.879,G,0.124,-7.652,Major,0.0418,82.017,4/4,0.169,"artist: kiefer, track: most beautiful grl, genre: rb"
Soundtrack,Alan Menken,A Petal Drops,1iqc8IlZdPWZGapEtqWhpD,39,0.852,0.0735,62840,0.245,0.97,E,0.116,-18.067,Minor,0.0402,176.309,4/4,0.0373,"artist: alan menken, track: a petal drops, genre: soundtrack"
Children’s Music,The Brothers Bright,Blood On My Name,0oDZeHlximkFyBB8BmZ3ga,50,0.106,0.563,260631,0.47,0.00191,B,0.0613,-8.996,Minor,0.0398,113.617,4/4,0.178,"artist: the brothers bright, track: blood on my name, genre: childrens music"
Rock,Gary Clark Jr.,Low Down Rolling Stone,59oXRNRnmmTbwgkZkV7l4g,60,0.00738,0.337,258200,0.809,0.000272,C,0.319,-2.969,Minor,0.0327,145.879,4/4,0.319,"artist: gary clark jr, track: low down rolling stone, genre: rock"
Folk,Jackson Browne,For a Dancer - Single Version,2AkbpHqE8STBmNDekA4Uxa,47,0.0576,0.528,288667,0.469,0.0,C,0.0782,-8.734,Major,0.0236,104.987,4/4,0.501,"artist: jackson browne, track: for a dancer  single version, genre: folk"
Classical,Ludwig van Beethoven,"Violin Sonata No. 9, Op. 47 ""Kreutzer"": II. Andante con variazioni",3uiSxRFq8DqUjD3uCjWWSP,13,0.976,0.354,854293,0.131,0.134,F,0.207,-22.496,Major,0.0439,96.594,4/4,0.272,"artist: ludwig van beethoven, track: violin sonata no 9, op 47 kreutzer: ii andante con variazioni, genre: classical"
Children’s Music,Bad Suns,Swimming In The Moonlight,2PoqubfYq2Cl0nUyrrTht6,58,0.0322,0.662,221280,0.904,0.00068,C#,0.279,-4.611,Minor,0.0472,129.945,4/4,0.696,"artist: bad suns, track: swimming in the moonlight, genre: childrens music"
Rock,The Maine,Bad Behavior,4Kc1BGRuyicJaqIXi3Rysi,54,0.00468,0.575,190309,0.983,3.61e-06,D,0.371,-2.683,Major,0.112,102.978,4/4,0.671,"artist: the maine, track: bad behavior, genre: rock"
Reggae,Rawayana,Volero,1Cm7vIsZO9ZuRlB0mF6MZh,44,0.529,0.83,188661,0.81,0.000742,E,0.178,-5.996,Major,0.0268,107.031,4/4,0.738,"artist: rawayana, track: volero, genre: reggae"
Hip-Hop,N.E.R.D,Deep Down Body Thurst,5HBcMAMVgBVUWiLyiK7q4I,51,0.484,0.65,251293,0.545,0.0026,C,0.129,-7.314,Major,0.0386,179.936,4/4,0.25,"artist: nerd, track: deep down body thurst, genre: hiphop"
Children’s Music,No Doubt,Hey Baby,0qJwsov9fMLYGoPZOompnI,52,0.064,0.599,207040,0.877,0.0,B,0.234,-3.45,Minor,0.226,187.305,4/4,0.79,"artist: no doubt, track: hey baby, genre: childrens music"
Soul,The Supremes,Santa Claus Is Coming To Town - Stereo,0V8kCl7OrH7RxT5ANI23c5,34,0.141,0.589,161200,0.762,0.0,G,0.134,-7.664,Major,0.0326,125.927,4/4,0.805,"artist: the supremes, track: santa claus is coming to town  stereo, genre: soul"
Classical,Joe Hisaishi,晴れた日に... - スーパー・サウンド・コレクション Vol.2 魔女の宅急便組曲,1KdpwjbnqJDQUcw6FB1963,35,0.982,0.334,115973,0.206,0.873,D#,0.146,-12.254,Major,0.0324,111.087,3/4,0.156,"artist: joe hisaishi, track:    vol2 , genre: classical"
Jazz,Ramsey Lewis,Wade In The Water,6vH7rcUoSok4FYH6RTRIAE,36,0.225,0.699,231507,0.627,0.344,G,0.0466,-10.027,Major,0.0269,134.906,4/4,0.847,"artist: ramsey lewis, track: wade in the water, genre: jazz"
Pop,Anna Nalick,Breathe (2 AM),5auMzVHFr5Zfw6IbKarZ56,67,0.417,0.386,279827,0.452,0.0,D,0.0881,-7.715,Major,0.0278,169.837,3/4,0.287,"artist: anna nalick, track: breathe 2 am, genre: pop"
Comedy,Eddie Izzard,Bees and Wasps,2UYW5kUO8Kr3Kre8ahcbZa,10,0.888,0.409,277560,0.567,0.0,C#,0.672,-17.669,Major,0.941,63.744,3/4,0.363,"artist: eddie izzard, track: bees and wasps, genre: comedy"
Alternative,Demon Hunter,The Last One Alive,4FWR2XOeo819dtUVRr3OZ1,40,3.67e-05,0.45,265000,0.906,0.283,F#,0.35,-3.929,Minor,0.0439,105.028,4/4,0.305,"artist: demon hunter, track: the last one alive, genre: alternative"
Children’s Music,Danger Doom,El Chupa Nibre,04WbaLQhPHHmQ2dHSvxfJr,45,0.0389,0.668,156253,0.762,1.9e-05,E,0.0317,-6.657,Minor,0.358,104.449,4/4,0.719,"artist: danger doom, track: el chupa nibre, genre: childrens music"
Classical,Frédéric Chopin,"Nocturne No.13 in C minor, Op.48 No.1 - Live At The Royal Albert Hall/2012",3Svhqgy2t7jDacVCwrYkIT,28,0.982,0.359,334387,0.113,0.899,C,0.0743,-22.607,Major,0.0434,115.595,3/4,0.0467,"artist: frdric chopin, track: nocturne no13 in c minor, op48 no1  live at the royal albert hall2012, genre: classical"
R&B,Nao,Gabriel,5fp8Ww74MLFXjCYRxf6YMt,50,0.663,0.591,230627,0.519,0.0,D,0.169,-8.007,Minor,0.396,92.844,4/4,0.821,"artist: nao, track: gabriel, genre: rb"
Indie,Silversun Pickups,Nightlight,2gvasLGz1T93mGbCITgl23,47,0.104,0.6,292293,0.865,0.677,B,0.116,-5.63,Minor,0.0393,125.992,4/4,0.401,"artist: silversun pickups, track: nightlight, genre: indie"
Dance,JoJo,Leave (Get Out) - 2018,6nIcGJK6Pj1ThzC6r8O8hA,62,0.039,0.491,239560,0.73,0.0,D,0.112,-4.399,Minor,0.0432,87.098,4/4,0.461,"artist: jojo, track: leave get out  2018, genre: dance"
Pop,Brandi Carlile,Whatever You Do,1PnLCvelHE8KgGmVva5rcY,57,0.681,0.406,247133,0.341,0.000568,G,0.0789,-7.747,Major,0.0349,148.654,4/4,0.286,"artist: brandi carlile, track: whatever you do, genre: pop"
Electronic,Zero 7,Your Place,63lUdJxDQ9lD70iOknqcST,33,0.444,0.186,365587,0.261,0.519,A#,0.0836,-11.507,Major,0.0293,186.242,3/4,0.0398,"artist: zero 7, track: your place, genre: electronic"
Soundtrack,Jeremy Soule,Auriel's Ascension,1bXoENBZuBkZniaPhRVgNp,44,0.96,0.0792,185234,0.0762,0.819,E,0.101,-22.063,Minor,0.0412,67.386,4/4,0.0396,"artist: jeremy soule, track: auriels ascension, genre: soundtrack"
Classical,Giuseppe Verdi,"Macbeth, Act II: La luce langue (Live)",1GjUTfTDrKbUmQJRhFvzgX,0,0.964,0.24,197733,0.127,2.96e-06,E,0.0957,-21.164,Minor,0.0671,81.747,3/4,0.0562,"artist: giuseppe verdi, track: macbeth, act ii: la luce langue live, genre: classical"
Jazz,Blockhead,Macgruber - Yppah Remix,1lLuRJwbfppQE7XTAzJD1w,40,0.00172,0.628,256000,0.642,0.93,C#,0.349,-13.539,Major,0.0378,90.02,4/4,0.218,"artist: blockhead, track: macgruber  yppah remix, genre: jazz"
World,Jeremy Camp,Enough,5MK9LvV9xHfKQcoVY41zty,28,0.016,0.456,237387,0.61,0.0,A,0.152,-4.613,Major,0.0277,161.876,4/4,0.515,"artist: jeremy camp, track: enough, genre: world"
Electronic,Björk,Saint,5KAWtGJgiYRoApVtuusmQe,27,0.613,0.338,281358,0.522,0.00626,F,0.24,-8.338,Major,0.0627,120.051,4/4,0.276,"artist: bjrk, track: saint, genre: electronic"
Rock,Neil Diamond,Sweet Caroline - Single Version,6l7tK5SsMlN8a9ccgeIkpS,56,0.505,0.556,201800,0.161,4.36e-05,B,0.28,-13.944,Major,0.0297,126.534,4/4,0.588,"artist: neil diamond, track: sweet caroline  single version, genre: rock"
Anime,TeddyLoid,Guardians of the Universe,0r6APRU72H8C08wG1hIOsn,21,0.00524,0.655,237907,0.958,0.49,F,0.257,-2.401,Minor,0.192,150.062,4/4,0.622,"artist: teddyloid, track: guardians of the universe, genre: anime"
Hip-Hop,Drake,The Ride,4xRxYWgAtL6pzRz94GlZlA,58,0.517,0.556,351000,0.702,0.0,C,0.343,-10.079,Minor,0.205,155.948,4/4,0.793,"artist: drake, track: the ride, genre: hiphop"
Rock,"Parks, Squares and Alleys",We're Not Just Friends,0CyRloqqjpeKEAd3cO6J6z,55,0.502,0.655,187820,0.653,0.75,E,0.0781,-7.488,Major,0.0278,114.995,4/4,0.732,"artist: parks, squares and alleys, track: were not just friends, genre: rock"
Movie,Hélène Ségara,De Venise à la Seine (Ti amo),2HJLM0TFqnZsIehjDxBljE,35,0.644,0.349,244613,0.327,9.53e-06,F,0.106,-10.932,Minor,0.0316,186.826,3/4,0.174,"artist: hlne sgara, track: de venise  la seine ti amo, genre: movie"
Comedy,Jack Whitehall,The Coaster Guy,4Rq0G492ozEgjqMfdAY0aZ,25,0.782,0.633,226480,0.779,0.0,F#,0.961,-16.432,Major,0.933,87.798,4/4,0.565,"artist: jack whitehall, track: the coaster guy, genre: comedy"
Movie,Alan Menken,Main Titles - The Little Mermaid,38diQzePeoCBEi93SVYiBf,23,0.873,0.0791,86093,0.338,0.702,G,0.397,-12.785,Major,0.0359,81.648,4/4,0.0919,"artist: alan menken, track: main titles  the little mermaid, genre: movie"
Opera,Gioachino Rossini,"William Tell: Overture (From ""Armageddon"")",2sLNEuwB0here7vF2A2r86,6,0.859,0.193,716293,0.143,0.167,G,0.207,-17.51,Major,0.0455,88.935,4/4,0.133,"artist: gioachino rossini, track: william tell: overture from armageddon, genre: opera"
Hip-Hop,Wiz Khalifa,When I'm Gone,0prF3F4FoKvxBObaeXLVHv,60,0.496,0.701,248560,0.76,0.0,A,0.0867,-6.561,Major,0.0512,91.986,4/4,0.301,"artist: wiz khalifa, track: when im gone, genre: hiphop"
Blues,Little Feat,Trouble,3UCGNecVI5s7VI6mtOEkTv,28,0.263,0.612,137760,0.509,0.0,G,0.37,-8.112,Major,0.0268,124.557,4/4,0.476,"artist: little feat, track: trouble, genre: blues"
Dance,Lady Gaga,Boys Boys Boys,59C8rQGhU7VGLizJKR99Xk,46,0.0187,0.716,200813,0.662,0.0,A,0.0952,-4.959,Major,0.046,123.019,4/4,0.841,"artist: lady gaga, track: boys boys boys, genre: dance"
Comedy,Lisa Lampanelli,The Hate-Boro Baptist Church,6VwJ6pINULo9wfkHVoivoM,12,0.899,0.644,207180,0.415,0.0,A,0.913,-15.124,Minor,0.934,134.158,4/4,0.199,"artist: lisa lampanelli, track: the hateboro baptist church, genre: comedy"
Soundtrack,Randy Edelman,The First Battle,0naXgEdGmHjBE7mc8c14df,24,0.437,0.396,161240,0.264,0.114,D,0.208,-17.992,Minor,0.035,127.956,4/4,0.166,"artist: randy edelman, track: the first battle, genre: soundtrack"
R&B,B.o.B,Good Nigger Sticker (Freestyle),3FsAm9w6AxqwZ0H7nEQ367,46,0.269,0.699,196576,0.537,0.0,B,0.0995,-8.445,Minor,0.416,90.287,4/4,0.603,"artist: bob, track: good nigger sticker freestyle, genre: rb"
Classical,Béla Bartók,"For Children Vol. 1, Sz. 42: No. 3 Quasi adagio",2b12Hb86ANOA56DvXXHao6,48,0.996,0.578,56907,0.00624,0.932,E,0.066,-34.408,Minor,0.0767,62.465,4/4,0.544,"artist: bla bartk, track: for children vol 1, sz 42: no 3 quasi adagio, genre: classical"
Comedy,Matt Braunger,I Like Young Dudes,6ioEZdRiuylKi2Y28FrlLA,23,0.728,0.758,164259,0.62,0.0,D,0.949,-10.728,Major,0.915,45.134,3/4,0.641,"artist: matt braunger, track: i like young dudes, genre: comedy"
Jazz,Brian Simpson,What Cha Gonna Do?,2RMl0c68DWw6zamWB6R1Ce,36,0.241,0.71,240960,0.685,0.626,D,0.0787,-7.075,Major,0.0458,100.002,4/4,0.796,"artist: brian simpson, track: what cha gonna do, genre: jazz"
Country,Ray Price,Heartaches By the Number,4imYTftUBGtMP4DKfJRYyf,41,0.752,0.491,177308,0.512,6.73e-06,A#,0.0925,-9.109,Major,0.0352,126.753,4/4,0.839,"artist: ray price, track: heartaches by the number, genre: country"
Soundtrack,Alberto Iglesias,"Soy Marco (From ""Talk to Her (Hable Con Ella)"")",11pgYPpViYqlp9vxLqaaHr,41,0.104,0.24,119080,0.057,0.53,A,0.119,-27.985,Minor,0.043,101.511,3/4,0.0602,"artist: alberto iglesias, track: soy marco from talk to her hable con ella, genre: soundtrack"
Folk,Frankie Cosmos,Young,4LMlviHZfDUXWIZhvGEAKi,57,0.439,0.495,122298,0.362,1.67e-05,D,0.127,-8.737,Major,0.0539,104.937,4/4,0.198,"artist: frankie cosmos, track: young, genre: folk"
Anime,Hironobu Kageyama,僕達は天使だった - LIVE,2TK6LotqeloX6REz7cH3Fr,26,0.129,0.471,242560,0.872,0.0,F#,0.87,-6.784,Minor,0.0436,147.684,4/4,0.638,"artist: hironobu kageyama, track:   live, genre: anime"
Country,Jackson Browne,Doctor My Eyes,3QcuZo6WLcFkqqLmDs0d95,63,0.266,0.48,199907,0.626,5.7e-05,F,0.0857,-8.406,Major,0.0294,75.63,4/4,0.542,"artist: jackson browne, track: doctor my eyes, genre: country"
Anime,SILENT SIREN,REBORN,2OtEafTrFYv6KZwRpqqjJO,27,0.43,0.741,176893,0.709,0.0,E,0.314,-4.467,Major,0.0355,99.981,4/4,0.542,"artist: silent siren, track: reborn, genre: anime"
World,Elevation Worship,O Come to the Altar (Radio Version),6nVDBroCoxJWPo2mBt802w,45,0.108,0.451,235516,0.547,0.0,B,0.0904,-4.036,Major,0.0277,140.022,3/4,0.158,"artist: elevation worship, track: o come to the altar radio version, genre: world"
Children’s Music,Arcade Fire,Keep the Car Running,4KjdLo9JWJEKYoAJ8spkat,55,0.362,0.474,209093,0.902,0.0218,D,0.0618,-6.261,Major,0.0349,96.342,4/4,0.279,"artist: arcade fire, track: keep the car running, genre: childrens music"
Pop,John Mayer,Edge of Desire,5gbxzSqABThINGDb7vIiwe,63,0.326,0.606,332067,0.441,0.0128,A,0.116,-9.303,Major,0.0272,66.443,3/4,0.455,"artist: john mayer, track: edge of desire, genre: pop"
Soul,Nina Simone,Stars - Live (1987/Vine St. Bar & Grill),18mgNTKqihV3nbNznYX6TK,41,0.89,0.543,272733,0.198,0.0,F,0.708,-14.066,Major,0.0557,105.63,4/4,0.156,"artist: nina simone, track: stars  live 1987vine st bar  grill, genre: soul"
Reggae,Pepper,Dry Spell,2q9O9YQwTtnP270qDvHTkW,37,0.0758,0.663,235320,0.534,9.12e-05,A,0.302,-6.836,Minor,0.0496,167.456,4/4,0.935,"artist: pepper, track: dry spell, genre: reggae"
Blues,The Band,Caravan (feat. Van Morrison) - Concert Version,4XV9FR6vA82YRvHRYn7jPP,39,0.0973,0.343,372000,0.965,0.0584,G,0.967,-5.318,Major,0.151,164.885,4/4,0.544,"artist: the band, track: caravan feat van morrison  concert version, genre: blues"
Classical,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 1: No. 23, Gerne will ich mich bequemen",5vC6u6U4hu2krQWBkSF0ld,0,0.904,0.225,253067,0.139,0.256,F#,0.108,-24.092,Minor,0.0571,168.084,4/4,0.314,"artist: johann sebastian bach, track: st matthew passion, bwv 244, pt 1: no 23, gerne will ich mich bequemen, genre: classical"
Rap,Breaking Benjamin,I Will Not Bow,2yXyz4NLTZx9CLdXfLTp5E,71,0.000192,0.543,216733,0.952,7.8e-06,G#,0.38,-3.65,Major,0.0668,107.942,4/4,0.591,"artist: breaking benjamin, track: i will not bow, genre: rap"
Movie,Irwin Kostal,"The Nutcracker Suite, Op. 71A, Dance of the Sugar Plum Fairy - Irwin Kostal Re-Record 1982",0WWJZILnLrtlcPLqaG35MF,13,0.938,0.179,162707,0.00854,0.266,D,0.0962,-33.141,Major,0.0322,87.448,4/4,0.0562,"artist: irwin kostal, track: the nutcracker suite, op 71a, dance of the sugar plum fairy  irwin kostal rerecord 1982, genre: movie"
Jazz,Sonny Rollins,God Bless the Child,5Uftxvqqbi70QdCpLb0fKu,59,0.919,0.48,445240,0.0685,0.00513,D,0.0766,-17.1,Major,0.0345,102.546,4/4,0.142,"artist: sonny rollins, track: god bless the child, genre: jazz"
Indie,Adam Jensen,Street Fight,36pwoWh6xqOShF8X6AZmzQ,57,0.0018,0.716,191180,0.738,0.00696,C#,0.113,-6.347,Major,0.0406,129.04,4/4,0.349,"artist: adam jensen, track: street fight, genre: indie"
Classical,Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: 3. Poco allegretto",2IMJqn67oira0vy5DdqlO2,39,0.976,0.0817,391396,0.0375,0.843,C,0.077,-27.637,Minor,0.0437,176.349,3/4,0.0515,"artist: johannes brahms, track: symphony no 3 in f major, op 90: 3 poco allegretto, genre: classical"
Soundtrack,Joe Hisaishi,海の見える街,2NqWzpSpr26LnDVhHNwgYn,35,0.978,0.504,241551,0.232,0.953,G,0.104,-15.818,Major,0.0463,104.781,4/4,0.322,"artist: joe hisaishi, track: , genre: soundtrack"
